currency;trading_date;settlement_date;minimum;maximum;last
USD;09/25/2012;09/27/2012;2.0232;2.0309;2.0309
USD;09/26/2012;09/28/2012;2.0300;2.0365;2.0342
USD;09/27/2012;10/01/2012;2.0290;2.0325;2.0306
USD;09/28/2012;10/02/2012;2.0255;2.0350;2.0280
USD;10/01/2012;10/03/2012;2.0220;2.0315;2.0254
USD;10/02/2012;10/04/2012;2.0235;2.0280;2.0259
USD;10/03/2012;10/05/2012;2.0200;2.0295;2.0240
USD;10/04/2012;10/09/2012;2.0174;2.0230;2.0183
USD;10/05/2012;10/10/2012;2.0150;2.0310;2.0301
USD;10/08/2012;10/10/2012;2.0265;2.0330;2.0281
USD;10/09/2012;10/11/2012;2.0270;2.0380;2.0347
USD;10/10/2012;10/15/2012;2.0305;2.0410;2.0401
USD;10/11/2012;10/16/2012;2.0320;2.0406;2.0386
USD;10/15/2012;10/17/2012;2.0320;2.0410;2.0330
USD;10/16/2012;10/18/2012;2.0320;2.0370;2.0341
USD;10/17/2012;10/19/2012;2.0290;2.0345;2.0320
USD;10/18/2012;10/22/2012;2.0255;2.0310;2.0282
USD;10/19/2012;10/23/2012;2.0258;2.0295;2.0276
USD;10/22/2012;10/24/2012;2.0215;2.0280;2.0245
USD;10/23/2012;10/25/2012;2.0240;2.0300;2.0267
USD;10/24/2012;10/26/2012;2.0220;2.0300;2.0270
USD;10/25/2012;10/29/2012;2.0230;2.0270;2.0262
USD;10/26/2012;10/30/2012;2.0225;2.0285;2.0266
USD;10/29/2012;10/31/2012;2.0270;2.0322;2.0321
USD;10/30/2012;11/01/2012;2.0285;2.0330;2.0313
USD;10/31/2012;11/05/2012;2.0270;2.0340;2.0298
USD;11/01/2012;11/06/2012;2.0290;2.0320;2.0315
USD;11/05/2012;11/07/2012;2.0310;2.0360;2.0339
USD;11/06/2012;11/08/2012;2.0310;2.0360;2.0312
USD;11/07/2012;11/09/2012;2.0305;2.0365;2.0329
USD;11/08/2012;11/13/2012;2.0330;2.0420;2.0395
USD;11/09/2012;11/14/2012;2.0400;2.0625;2.0466
USD;11/12/2012;11/14/2012;2.0430;2.0548;2.0508
USD;11/13/2012;11/16/2012;2.0554;2.0740;2.0701
USD;11/14/2012;11/19/2012;2.0590;2.0694;2.0663
USD;11/16/2012;11/20/2012;2.0680;2.0827;2.0806
USD;11/19/2012;11/21/2012;2.0700;2.0803;2.0770
USD;11/20/2012;11/23/2012;2.0780;2.0850;2.0825
USD;11/21/2012;11/26/2012;2.0885;2.0995;2.0946
USD;11/22/2012;11/26/2012;2.0870;2.0984;2.0912
USD;11/23/2012;11/27/2012;2.0820;2.1162;2.0836
USD;11/26/2012;11/28/2012;2.0745;2.0860;2.0819
USD;11/27/2012;11/29/2012;2.0710;2.0834;2.0787
USD;11/28/2012;11/30/2012;2.0830;2.0940;2.0880
USD;11/29/2012;12/03/2012;2.0914;2.1093;2.0975
USD;11/30/2012;12/04/2012;2.0115;2.1320;2.1310
USD;12/03/2012;12/05/2012;2.0980;2.1230;2.1179
USD;12/04/2012;12/06/2012;2.1015;2.1196;2.1144
USD;12/05/2012;12/07/2012;2.0970;2.1090;2.0973
USD;12/06/2012;12/10/2012;2.0757;2.0876;2.0777
USD;12/07/2012;12/11/2012;2.0750;2.0894;2.0894
USD;12/10/2012;12/12/2012;2.0750;2.0830;2.0781
USD;12/11/2012;12/13/2012;2.0715;2.0816;2.0765
USD;12/12/2012;12/14/2012;2.0722;2.0825;2.0744
USD;12/13/2012;12/17/2012;2.0720;2.0830;2.0817
USD;12/14/2012;12/18/2012;2.0786;2.0883;2.0835
USD;12/17/2012;12/19/2012;2.0850;2.0962;2.0950
USD;12/18/2012;12/20/2012;2.0855;2.1010;2.0876
USD;12/19/2012;12/21/2012;2.0665;2.0815;2.0694
USD;12/20/2012;12/21/2012;2.0550;2.0704;2.0622
USD;12/21/2012;12/26/2012;2.0625;2.0795;2.0748
USD;12/24/2012;12/27/2012;2.0710;2.0790;2.0760
USD;12/26/2012;12/28/2012;2.0433;2.0774;2.0543
USD;12/27/2012;12/28/2012;2.0410;2.0550;2.0422
USD;12/28/2012;01/02/2013;2.0400;2.0461;2.0433
